Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Organization Description,Investor Names,Organization Industries,SIREN
Futures Factory,"Paris, Ile-de-France, France, Europe",Seed,1830000,GBP,2021-09-17,https://www.futures-factory.com/,Futures Factory is a sneakers marketplace merging digital and physical worlds using blockchain and AR/VR.,"Chris Murphy, Hugo Amsellem, Kima Ventures, RTP Global, Seedcamp, Stride.VC","Augmented Reality, Marketplace",
Satisfy,"Paris, Ile-de-France, France, Europe",Series A,2500000,USD,2021-10-27,https://satisfyrunning.com,"Satisfy is a webshop that sells a wide collection of jackets, tops, socks, hoodies, pants, shoes, hats, t-shirts, gloves, and accessories.","Bpifrance, Ian Rogers, Olivier Cantet, Tony Fadell","E-Commerce, Fashion, Retail",
Revolt Games (Neopolis),"Lyon, Rhone-Alpes, France, Europe",Seed,2500000,USD,2021-09-08,https://www.neopolis.io,Revolt Games is a mobile game platform development company.,"Founders, Inc., Level-Up","Gaming, Mobile Apps, Online Games",
Capsule Social,"Paris, Ile-de-France, France, Europe",Seed,2500000,USD,2021-04-12,https://capsule.social/,"A decentralized social media network for unbiased and open discourse, resistant to takedowns and censorship.","FYRFLY Venture Partners, Naval Ravikant, Polychain","Blockchain, Social Media",
Ilasis,"Pessac, Aquitaine, France, Europe",Seed,2200000,EUR,2021-12-01,https://ilasis.com,Ilasis is a company that creates femtosecond laser equipment for eye operations.,,"Manufacturing, Medical, Medical Device",
Baloon Assurance,"Paris, Ile-de-France, France, Europe",,2200000,EUR,2021-12-02,https://baloon.africa,Baloon Assurance is a digital insurance platform that provides insurance in the areas of automobile and health.,"Acuity Ventures, Gaelle Olivier, Myrtus Venture, Nelly Brossard, P1 Ventures, Pierre-Olivier Desaulle","Financial Services, Insurance, InsurTech",
Carsell,"Saint-honoré, Rhone-Alpes, France, Europe",Seed,2200000,EUR,2021-12-07,https://carsell.fr,Carsell is an automotive company that offers turnkey service solutions for their car.,"Florent Couty, Karim Kaddoura, Kima Ventures, Otium Capital, Thibault Chassagne","Automotive, Information Technology, Retail",
TradeIn,"Lille, Nord-Pas-de-Calais, France, Europe",Seed,2000000,EUR,2021-05-26,https://www.tradeinsur.com/en/,TradeIn is a SAAS developer of a collaborative platform for customer risk management in insurance.,"50 Partners, Wind","Financial Services, FinTech, Insurance, Payments",
RDS,"Strasbourg, Alsace, France, Europe",Seed,2000000,EUR,2021-01-01,https://rdsdiag.com,RDS develops solutions for continuous and remote patient monitoring to improve patient pathways in healthcare.,,"Health Care, Medical, Medical Device, Wearables",
Omie & Cie,"Montreuil, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-01-01,https://www.omie.fr,Omie & Cie is a grocery delivery company.,,"E-Commerce, Food Delivery, Grocery",
Bloomin,"Paris, Ile-de-France, France, Europe",Series A,2000000,EUR,2021-05-16,https://bloomin.digital,Bloomin is a startup that helps managers and HR better engage their teams by measuring the collaborating experience.,The Moon Venture,Professional Services,
Elwin,"Bordeaux, Aquitaine, France, Europe",Series A,2000000,EUR,2021-02-08,https://elwin.fr/,Elwin is an online savings and product consulting platform that offers appropriate financial investments.,Julien Lopizzo,,
ANOZR WAY,"Cesson-sévigné, Bretagne, France, Europe",Seed,2000000,EUR,2021-03-01,https://www.anozrway.com,"ANOZR WAY Protect the company's strategic assets from cyber-attacks exploiting human vulnerabilities, continuously anticipate attacks, etc.","BNP Paribas Développement, Bpifrance, Breizh Up","Cyber Security, Software",
Stirweld,"Saint-grégoire, Bretagne, France, Europe",Seed,2000000,EUR,2021-02-17,https://stirweld.com/en/about/,Stirweld is a company that develops new friction stir welding (FSW) technologies for machines and tools.,"Breizh Up, Sofimac Innovation","Industrial Automation, Industrial Engineering, Industrial Manufacturing",
Babylone Growers,"Paris, Ile-de-France, France, Europe",Series A,2000000,EUR,2021-03-03,https://www.bg-agri.com/,Babylone Growers is a hydroponic greenhouse producer of vegetables and fruits.,"Bpifrance, Région Nouvelle-Aquitaine","AgTech, Farming",
Supli,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-02-03,https://supli.com,Supli is a B2B food marketplace connecting restaurant owners and suppliers in their business process.,"Axeleo Capital, Kima Ventures, La Ruche qui dit Oui, Marc Menasé","B2B, E-Commerce, Marketplace",
Dalma,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-05-02,https://www.dalma.co/,Dalma is an insurance company that sells medical insurance services for pets.,"Frst, Global Founders Capital, Kima Ventures","Health Insurance, Insurance, Pet",
Teale,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,EUR,2021-05-05,https://teale.io,Teale provides a mental health platform for employee well-being.,"Didier Valet, Evolem Start, Isai, Kima Ventures","Health Care, Mental Health",
Les Nouvelles Fermes,"Bordeaux, Aquitaine, France, Europe",Seed,2000000,EUR,2021-04-15,http://www.lesnouvellesfermes.com/,"Les Nouvelles Fermes is a producer of healthy, local, and tasty fish and vegetables.","Banque des Territoires, Crédit Agricole, Crédit Industriel et Commercial, IRDI, Région Nouvelle-Aquitaine","Agriculture, Aquaculture, B2B, Environmental Engineering, Farming",
Ekie,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-06-22,https://www.ekie.co,"Ekie offers legal care application that provide tools to manage all legal, administrative, and tax issues.","BNP Paribas Développement, OneRagtime","Information Services, Information Technology, Legal, Legal Tech, Professional Services",
Faume,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-06-28,https://www.faume.co/,Faume provides a white label technological and logistics solution to brands wishing to launch their second-hand offer.,"Bpifrance, Eduardo Ronzano, Financiere Saint James, Kima Ventures, Thibaud Elziere","Consumer Goods, E-Commerce, Marketplace, Retail, Software",
Namastay,"Paris, Ile-de-France, France, Europe",Seed,2100000,EUR,2021-12-01,https://www.namastay.io/,The one click booking and payment solution for hotels.,,"Hospitality, Hotel, SaaS, Software",
Mindday,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-07-09,https://www.mindday.com/,"Mindday provides programs, activities, content and tools as well as certified professionals.","Benjamin Hardy, Edward Lando, Gary Anssens, Guillaume Gibault, Hugo Mercier, Jeremy Le Van, Jon Oringer, Loïc Yviquel, Nadav Ben-Chanoch, Pareto Holdings, XAnge","Health Care, Wellness",
ACASI,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-04-07,https://www.acasi.io,ACASI is an accounting tool for freelancers and independents accountant.,Truffle Capital,"Accounting, Small and Medium Businesses, Software",
Wisembly,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-07-05,http://wisembly.com,"Wisembly is a collaborative solution to prepare, facilitate & monitor your meetings.",Damien Pourvu,"Events, Meeting Software, Software",
Rainbow,"Paris, Ile-de-France, France, Europe",Series A,2000000,EUR,2021-07-02,https://be-rainbow.com/,Rainbow is a cannabis tech startup.,"Artemis, Senseii Ventures","Cannabis, Personal Health, Wellness",
MyC,"Montreuil, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-07-01,https://www.myc.doctor,MyC is a workforce health platform that unifies employee health data and automates compliance across organizations.,Elaia,"Data Collection and Labeling, Health Care, Medical, Software",
Welmo,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-09-01,https://welmo.fr/,WELMO is a online real estate agency.,Patrick Marcovici,"Building Material, Real Estate",
Beetween,"Paris, Ile-de-France, France, Europe",Series A,2000000,EUR,2021-07-06,http://beetween.fr/,Beetween is a SaaS solution allowing to multicast job ads and manage candidates application.,Elevation Capital Partners,"Human Resources, Recruiting, SaaS",
Muzzo,"Paris, Ile-de-France, France, Europe",Seed,2100000,EUR,2021-11-23,https://www.muzzo.io/,Muzzo is an AI-powered recruitment marketplace.,"Bpifrance, BREEGA, Damien Guermonprez, Gonzalo Manrique, Jonathan Widawski, Xavier Niel","Artificial Intelligence (AI), Marketing, Marketplace, Recruiting",
CrowdSec,"Montrouge, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-04-01,https://crowdsec.net,"CrowdSec is a participative IPS, using local IP behavior and community-driven IP reputation to protect Internet-exposed assets.",Bpifrance,"Cloud Security, Cyber Security, Network Security, Open Source",
CrowdSec,"Montrouge, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-04-01,https://crowdsec.net,"CrowdSec is a participative IPS, using local IP behavior and community-driven IP reputation to protect Internet-exposed assets.",Bpifrance,"Cloud Security, Cyber Security, Network Security, Open Source",
MyJouleBox,"Paris, Ile-de-France, France, Europe",Series A,2000000,EUR,2021-07-22,https://myjoulebox.com/,MyJouleBox offers a solution for solar professionals in Africa to offer leased solar installations to their customers.,"EDFI ElectriFI, GAIA Impact Fund","Energy, Solar",
Neolithe,"Chalonnes-sur-loire, Pays de la Loire, France, Europe",Seed,2000000,EUR,2021-03-29,https://neolithe.fr,Néolithe transforms non-recyclable waste into mineral aggregates.,Andurance Ventures,"Environmental Engineering, Recycling, Waste Management",
Pimster,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-04-04,https://www.pimster.app,Pimster is a data-driven growth app that connects brands with their customers via digital user manuals.,"Frederic Montagnon, Frenchfounders, Kima Ventures, Stephane Levy, Thibaud Elziere","Apps, B2B, Business Development, Information Technology",
Myr.ai,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-10-20,https://myr.ai,"Stop all the WhatsApp notifications, emails, text messages, spreadsheets, paperwork, and calls at all hours for managing buildings","Axeleo Capital, Inovexus","Analytics, Consulting, Data Management",
Astrachain,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,EUR,2021-11-03,https://www.astrachain.com,"Astrachain provides confidentiality, safety and compliance for enterprise Sensitive Data through its plug & play Distributed Data Vault.",Newfund,"Cloud Security, Cyber Security, Data Storage, Privacy, Software",
Avekapeti,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-10-26,https://www.avekapeti.com/,Avekapeti provides home delivery of homemade meals prepared with fresh and seasonal products.,,"Food and Beverage, Food Delivery, Marketplace",
Jet Metal Technologies,"Mont-dore, Auvergne, France, Europe",,2000000,EUR,2021-11-09,http://jetmetal-tech.com/,Jet Metal Technologies develops and markets an innovative and clean metallization solution.,Siparex Groupe,"Consumer Goods, Environmental Engineering, Home Decor, Industrial, Manufacturing, Precious Metals",
Astran,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,EUR,2021-10-01,https://astran.io,"Astran is a software development company that unlocks cloud adoption without compromising data confidentiality, security, and compliance.","Founders Future, Newfund","Cloud Data Services, Cyber Security, Software, Web Development",
Ask Mona,"Paris, Ile-de-France, France, Europe",Series A,2000000,EUR,2021-09-30,https://askmona.fr/,Ask Mona is a startup that created a chatbot to advise personalized cultural outings thanks to an artificial intelligence engine.,Bpifrance,"Artificial Intelligence (AI), Chatbot, Internet",
BforCure,"Montreuil, Ile-de-France, France, Europe",Seed,2000000,EUR,2021-10-12,https://www.bforcure.com/,BforCure designs and manufactures biosensing solutions for healthcare diagnostics and industrial applications.,ID Solutions,"Biotechnology, Health Care, Manufacturing, Medical",
Grapheal,"Grenoble, Rhone-Alpes, France, Europe",Seed,1900000,EUR,2021-02-10,https://www.grapheal.com,Grapheal is a medtech company that offers graphene-based IOT sensors for analytical monitoring.,"Bpifrance, Novalis Biotechnology Incubation","Health Diagnostics, Internet of Things, Medical Device, Sensor",
Leanspace,"Illkirch-graffenstaden, Alsace, France, Europe",Seed,2000000,EUR,2021-11-18,https://leanspace.io,"Leanspace is the first cloud platform for space missions, enabling companies and agencies to easily build space software.",Seraphim Space,"Cloud Computing, Information Technology, Satellite Communication, Software, Space Travel",
Uku,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,EUR,2021-12-01,https://uku.wtf,Uku is a mobile app that turns conversation into a game.,"New Wave (VC), Partech Ventures","Apps, Information Technology, Mobile Apps",
Livmed's,"Nice, Provence-Alpes-Cote d'Azur, France, Europe",Seed,2000000,EUR,2021-12-07,https://livmeds.com,Livmed's is a software platform that provides home medicine delivery services for fellow citizens and healthcare players.,,"Delivery Service, Health Care, Medical, Pharmaceutical, Software",
Pixacare,"Strasbourg, Alsace, France, Europe",Pre-Seed,2240000,USD,2021-11-16,https://pixacare.bio/,Pixacare Application automates wound-healing monitoring.,"SaaS Partners, Techmind","Health Care, Medical Device, Mobile, Software",
Pixacare,"Strasbourg, Alsace, France, Europe",Seed,1950000,EUR,2021-11-15,https://pixacare.com/,Digital wound care management,Techmind,"Health Care, Medical Device, SaaS",
iara.,"Paris, Ile-de-France, France, Europe",Pre-Seed,1804000,EUR,2021-01-01,https://www.iarabeauty.com/,Iara is a booking app for beauty treatments.,Fast Forward,"Beauty, Service Industry, Social Network",
Purchasely,"Paris, Ile-de-France, France, Europe",Seed,1800000,EUR,2021-06-17,https://www.purchasely.com,"SaaS, Payment, Subscription platform, Mobile App, TV App","Adrien Miniatti, Amirhossein Malekzadeh, Antoine Martin, Eduardo Ronzano, Grégoire Mercier, Guillaume Luccisano, Guillaume Sztejnberg, Hervé Nivon, Jean-David Blanc, Jérôme Le Feuvre, Kima Ventures, Niklas Jansen, Renate Nyborg, Stride.VC, Thibaud Elziere","Mobile Apps, Mobile Payments, SaaS, Software",
Yelly,"Paris, Ile-de-France, France, Europe",Seed,2100000,USD,2021-07-02,,Yelly develops and operates a social media application for future schoolmates.,,,
Gomecano,"Biot, Provence-Alpes-Cote d'Azur, France, Europe",Seed,1800000,EUR,2021-10-12,https://www.gomecano.com/,Connecting Mobile Car Mechanics with customers needing servicing 7 days a week,Région Sud Investissement,"Automotive, B2B, B2C, E-Commerce, Electric Vehicle, Logistics",
Hycco,"Toulouse, Midi-Pyrenees, France, Europe",Pre-Seed,1700000,EUR,2021-01-01,https://hycco.fr/,"Hycco is a manufacturer of bipolar plates that supports customers in the design, prototyping, production, and industrialization processes.",,"Fuel Cell, Manufacturing, Renewable Energy",
Joovence,"Paris, Ile-de-France, France, Europe",Seed,1700000,EUR,2021-06-14,https://www.joovence.com/,"Teledentistry company focused on France, Spain & Italy","LO Capital, Newfund","Cosmetic Surgery, Dental, Health Care, Medical",
Omini,"Paris, Ile-de-France, France, Europe",Seed,1700000,EUR,2021-02-16,https://www.ominilabs.com/,Omini develops a biosensor platform that allows the simultaneous detection of multiple biomarkers.,"Angels Santé, Bpifrance, Entrepreneurs First, INSEAD Business Angels Alumni France, Investessor","Biotechnology, Health Care, Medical",
Purecontrol,"Rennes, Bretagne, France, Europe",,1700000,EUR,2021-02-07,https://www.purecontrol.com/,Purecontrol is artificial intelligence at the service of continuous improvement.,"BNP Paribas Private Equity, Bpifrance, CIC Ouest, Okwind","Artificial Intelligence (AI), Machine Learning",
Direct Market,"Paris, Ile-de-France, France, Europe",Seed,1700000,EUR,2021-05-02,https://direct-market.fr/,"Direct Market, the marketplace dedicated to local products for traders with an integrated logistics service.","Alsace Business Angels, Bpifrance, Finck Ventures, LeadBlock Partners","Consumer Goods, E-Commerce, Logistics, Marketplace",
Civicpower,"Paris, Ile-de-France, France, Europe",Seed,2030000,USD,2021-04-30,https://civicpower.io/,Civic Power is empowering citizens around the world enabling democratic tools and platforms.,,CivicTech,
DiagRAMS Technologies,"Lille, Nord-Pas-de-Calais, France, Europe",Seed,1700000,EUR,2021-04-08,https://diagrams-technologies.com,DiagRAMS Technologies offers predictive maintenance solution for AI industry.,"Bpifrance, Cleaning Bio, Finorpa, La French Tech, Nord Capital, Nord Création, Nord France Amorcage","Artificial Intelligence (AI), Consulting, Software",
Ideta,"Paris, Ile-de-France, France, Europe",Pre-Seed,1700000,EUR,2021-07-21,https://fr.ideta.io/,"Ideta offers a no-code platform that allows you to very easily create chatbots, callbots and voicebots. Start your process automation today!",,"Artificial Intelligence (AI), Chatbot, Information Technology, Internet, Machine Learning, Professional Services, Software",
weweb,"Paris, Ile-de-France, France, Europe",Seed,2000000,USD,2021-03-22,https://www.weweb.tech/,WeWeb is a low-code front-end builder.,"Benhamou Global Ventures, COIND, Crowd Venture Capital, DVC, Frenchfounders, Kima Ventures, Lightspeed Venture Partners, Oyster Ventures, To Kenz Capital, Y Combinator","Information Technology, SaaS, Software, Web Apps, Web Development",
spyne,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,USD,2021-03-16,https://www.spyne.app,spyne is the first business operation platform enabling marketing and growth teams to grow their business.,,,
Nalia,"Paris, Ile-de-France, France, Europe",Seed,2000000,USD,2021-09-20,https://nalia.io,Nalia is a CRM tool that analyses data and provides real-time alerts.,,"CRM, Information Technology, Mobile Apps",
Julaya,"Paris, Ile-de-France, France, Europe",Seed,2000000,USD,2021-07-21,https://julaya.co,Julaya is a fintech providing African businesses with a digital account to make payments and borrow.,"50 Partners, Launch Africa, onafriq, Orange Ventures, Saviu Ventures, Techmind, Verod-Kepple Africa Ventures","Financial Services, FinTech, Mobile Payments",
Ejara,"Bordeaux, Aquitaine, France, Europe",Seed,2000000,USD,2021-10-07,https://www.ejara.io/,"Ejara is an app for Africa and its diasporas to access various investment offers fractional shares, commodities, cryptocurrency, and more.","Anthemis, CoinShares, Jason Yanowitz, Lateral Frontiers, LoftyInc Capital, Mercy Corps Ventures, NetX Fund, Pascal Gauthier, Socially Financed","Cryptocurrency, Financial Services",
CastorDoc,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,USD,2021-11-30,https://www.castordoc.com/,"CastorDoc is a collaborative, automated data discovery tool.","Eduardo Ronzano, Edward Lando, Pareto Holdings","Artificial Intelligence (AI), SaaS, Software",
Bling,"Paris, Ile-de-France, France, Europe",Series A,1660000,EUR,2021-03-03,https://www.bling.eu,Bling is a mobile app that sends its users up to €100 when they need it.,"Davoa Capital, Goodwater Capital, Thomas Rebaud, Wind","Debit Cards, Financial Services, Mobile Apps",
